CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
1571.01,4,Queens,157101,4157101,I,QN43,Bellerose,4105,16809.56824280000,13381456.45500000007
76,2,Bronx,007600,2007600,E,BX08,West Farms-Bronx River,3709,6683.26132069000,2339929.44454000005
267.01,2,Bronx,026701,2026701,E,BX28,Van Cortlandt Village,3701,3658.66728448000,742841.62755600002
48,1,Manhattan,004800,1004800,I,MN21,Gramercy,3808,5539.36705078000,1920887.02607999998
277.06,5,Staten Island,027706,5027706,I,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,3902,9393.87572407000,4716477.40545000043
633.01,4,Queens,063301,4063301,I,QN19,Glendale,4110,5567.50859736000,1450127.30331000010
633.02,4,Queens,063302,4063302,I,QN19,Glendale,4110,6443.18941645000,1493062.68525999994
244,2,Bronx,024400,2024400,I,BX37,Van Nest-Morris Park-Westchester Square,3704,6484.40443581000,1892754.12975000008
378,2,Bronx,037800,2037800,E,BX44,Williamsbridge-Olinville,3702,5069.01883733000,1360761.34661999997
855,4,Queens,085500,4085500,E,QN22,Flushing,4103,4829.54813019000,1405499.85981000005
863,4,Queens,086300,4086300,E,QN51,Murray Hill,4103,5057.53182961000,1551084.28138999990
865,4,Queens,086500,4086500,E,QN22,Flushing,4103,5149.17857723000,1685034.01512000011
1163,4,Queens,116300,4116300,E,QN51,Murray Hill,4103,8496.80352027000,2707156.43828999996
1047,4,Queens,104700,4104700,I,QN51,Murray Hill,4103,13160.64118680000,9061045.31461999938
1159,4,Queens,115900,4115900,I,QN51,Murray Hill,4103,7333.57032936000,3326142.86983000021
363,2,Bronx,036300,2036300,E,BX17,East Tremont,3705,6415.39629800000,2382766.13715999993
173,5,Staten Island,017300,5017300,E,SI05,New Springville-Bloomfield-Travis,3902,8004.13337657000,3688442.13995000022
225,2,Bronx,022500,2022500,E,BX14,East Concourse-Concourse Village,3708,5931.36553544000,1925146.55618000007
227.03,2,Bronx,022703,2022703,E,BX41,Mount Hope,3707,2816.86944819000,456337.46097299998
209,2,Bronx,020900,2020900,E,BX63,West Concourse,3708,5201.92741994000,1424317.77927000006
227.02,2,Bronx,022702,2022702,E,BX41,Mount Hope,3707,3934.09316857000,557878.27980100003
199,2,Bronx,019900,2019900,E,BX26,Highbridge,3708,5755.76849056000,1908696.87150999997
170.09,5,Staten Island,017009,5017009,I,SI48,Arden Heights,3901,14139.25307430000,11566024.41039999947
160.02,1,Manhattan,016002,1016002,I,MN33,East Harlem South,3804,3121.61087830000,554097.98518099997
357,4,Queens,035700,4035700,I,QN27,East Elmhurst,4102,10982.17267460000,6503535.12191000022
150.02,1,Manhattan,015002,1015002,I,MN40,Upper East Side-Carnegie Hill,3805,4691.24823469000,1352836.76946000010
150.01,1,Manhattan,015001,1015001,I,MN40,Upper East Side-Carnegie Hill,3805,3124.39316033000,556354.45763199998
557,3,Brooklyn,055700,3055700,E,BK73,North Side-South Side,4001,7401.85656207000,3191701.15717000002
98,2,Bronx,009800,2009800,E,BX59,Westchester-Unionport,3709,10244.28631050000,5559622.22819000017
133,2,Bronx,013300,2013300,E,BX35,Morrisania-Melrose,3705,5723.84990386000,1734820.31851999997
96,4,Queens,009600,4009600,E,QN55,South Ozone Park,4113,6574.85706001000,2222233.84950000001
45,4,Queens,004500,4004500,I,QN70,Astoria,4101,7941.41163823000,2375492.13623999991
53,4,Queens,005300,4005300,E,QN70,Astoria,4101,8537.62822394000,2111785.65327000013
1132,3,Brooklyn,113200,3113200,E,BK85,East New York (Pennsylvania Ave),4007,7996.13502662000,2109759.95385999978
480,3,Brooklyn,048000,3048000,E,BK42,Flatbush,4015,5432.24896284000,1643797.87843000004
482,3,Brooklyn,048200,3048200,E,BK42,Flatbush,4015,6712.51576568000,2121452.72459999984
484,3,Brooklyn,048400,3048400,E,BK41,Kensington-Ocean Parkway,4014,6302.72258749000,2251812.27918000007
248,5,Staten Island,024800,5024800,I,SI11,Charleston-Richmond Valley-Tottenville,3901,31758.76710040000,17585994.72500000149
1174,3,Brooklyn,117400,3117400,E,BK83,Cypress Hills-City Line,4008,6842.14195037000,2295155.54258000012
1176.01,3,Brooklyn,117601,3117601,E,BK83,Cypress Hills-City Line,4008,6040.07935477000,1639988.15602000011
210.01,2,Bronx,021001,2021001,E,BX46,Parkchester,3709,7202.11073214000,2077421.72903999989
238,2,Bronx,023800,2023800,E,BX37,Van Nest-Morris Park-Westchester Square,3704,8872.23720952000,3654703.11763000023
222,2,Bronx,022200,2022200,E,BX46,Parkchester,3709,9735.84331755000,2370424.54758000001
510.02,3,Brooklyn,051002,3051002,E,BK42,Flatbush,4015,4483.60973085000,1152102.71665999992
794,3,Brooklyn,079400,3079400,E,BK95,Erasmus,4010,6265.76280400000,2391957.85294000013
189.01,5,Staten Island,018901,5018901,I,SI07,Westerleigh,3903,14910.46253930000,11706731.38959999941
36,3,Brooklyn,003600,3003600,I,BK31,Bay Ridge,4013,5022.63050177000,1348886.76181999990
68,3,Brooklyn,006800,3006800,E,BK31,Bay Ridge,4013,5840.80344379000,1996655.82352000009
1447,4,Queens,144700,4144700,E,QN46,Bayside-Bayside Hills,4104,8532.44027934000,4401154.89491000026
57,4,Queens,005700,4005700,E,QN70,Astoria,4101,6805.19649103000,2406263.31668000016
59,4,Queens,005900,4005900,I,QN70,Astoria,4101,6129.01101052000,2047587.03209999995
166,3,Brooklyn,016600,3016600,I,BK30,Dyker Heights,4013,6807.46863075000,2873492.82194000017
548,4,Queens,054800,4054800,I,QN34,Queens Village,4105,7075.54435911000,2423672.42694000015
473,4,Queens,047300,4047300,I,QN29,Elmhurst,4107,6890.66506748000,1958959.56707000011
300,2,Bronx,030000,2030000,E,BX10,Pelham Bay-Country Club-City Island,3703,8560.05968015000,4490156.71076999977
235.01,1,Manhattan,023501,1023501,E,MN04,Hamilton Heights,3802,5515.13606872000,1929059.38953000004
155,4,Queens,015500,4015500,I,QN70,Astoria,4101,8259.37343639000,1587954.99374999991
157,4,Queens,015700,4015700,E,QN70,Astoria,4101,7244.30515519000,1383061.29156000004
159,4,Queens,015900,4015900,E,QN70,Astoria,4101,6058.44679297000,1826098.45082999999
411,2,Bronx,041100,2041100,E,BX05,Bedford Park-Fordham North,3706,5854.69076796000,1309717.17696999991
1198,3,Brooklyn,119800,3119800,E,BK82,East New York,4008,8959.33451980000,3527651.62621999998
183.01,2,Bronx,018301,2018301,E,BX14,East Concourse-Concourse Village,3708,4086.35110951000,734996.33296499995
195,2,Bronx,019500,2019500,E,BX63,West Concourse,3708,6952.57405450000,2361340.67937000003
191,1,Manhattan,019100,1019100,I,MN12,Upper West Side,3806,6613.98702251000,2385108.14330000011
519,3,Brooklyn,051900,3051900,I,BK73,North Side-South Side,4001,7491.25452997000,2959028.01812000014
106.01,1,Manhattan,010601,1010601,I,MN19,Turtle Bay-East Midtown,3808,4629.04974293000,1305574.86578999995
261,3,Brooklyn,026100,3026100,E,BK75,Bedford,4003,5880.89771671000,2146490.18930999981
170.08,5,Staten Island,017008,5017008,I,SI48,Arden Heights,3901,17200.51854500000,11167419.68979999982
302,2,Bronx,030200,2030200,I,BX13,Co-op City,3703,10485.32756160000,6063936.74084999971
1104,3,Brooklyn,110400,3110400,E,BK82,East New York,4008,14967.90295150000,8007940.03753999993
1106,3,Brooklyn,110600,3110600,E,BK82,East New York,4008,5477.13020812000,1841331.85621000011
166,1,Manhattan,016600,1016600,E,MN33,East Harlem South,3804,5725.41033947000,1871858.40696000005
47,5,Staten Island,004700,5004700,I,SI08,Grymes Hill-Clifton-Fox Hills,3903,14696.67746930000,9537173.42052000016
147,5,Staten Island,014700,5014700,I,SI07,Westerleigh,3903,18388.77280540000,17975823.89979999885
169.01,5,Staten Island,016901,5016901,I,SI07,Westerleigh,3903,16079.69035210000,8533969.06145999953
45,1,Manhattan,004500,1004500,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,4604.74226451000,1129524.58963000006
132.04,5,Staten Island,013204,5013204,I,SI25,Oakwood-Oakwood Beach,3901,15224.91697900000,11244813.24760000035
135,3,Brooklyn,013500,3013500,I,BK37,Park Slope-Gowanus,4005,5224.71011849000,1635301.01291000005
151,5,Staten Island,015100,5015100,I,SI07,Westerleigh,3903,14271.52872980000,10821388.69079999998
140,3,Brooklyn,014000,3014000,I,BK30,Dyker Heights,4013,5625.25827213000,1576812.08811999997
367,3,Brooklyn,036700,3036700,E,BK79,Ocean Hill,4007,5904.51034499000,2024543.09507000004
405,3,Brooklyn,040500,3040500,I,BK78,Bushwick South,4002,5081.12036714000,1494609.06071000011
95,1,Manhattan,009500,1009500,I,MN17,Midtown-Midtown South,3807,5659.08327270000,1851216.02181000006
91,1,Manhattan,009100,1009100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5743.39367655000,1927016.67286000005
58,1,Manhattan,005800,1005800,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5720.57699380000,1879714.06814000010
63,1,Manhattan,006300,1006300,I,MN23,West Village,3810,5802.50843928000,1918265.58446000004
511,3,Brooklyn,051100,3051100,E,BK90,East Williamsburg,4001,5290.65926658000,1711548.76954000001
128.05,5,Staten Island,012805,5012805,I,SI25,Oakwood-Oakwood Beach,3901,14439.06646450000,10627835.68920000084
133,1,Manhattan,013300,1013300,I,MN15,Clinton,3807,5684.39524545000,1876725.73879999993
127,1,Manhattan,012700,1012700,I,MN15,Clinton,3807,5682.31172715000,1871751.47111000004
121,1,Manhattan,012100,1012100,E,MN15,Clinton,3807,5730.05882685000,1919460.65715000010
129,1,Manhattan,012900,1012900,I,MN15,Clinton,3807,17375.76606370000,4355081.67485999968
81,1,Manhattan,008100,1008100,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5683.39619558000,1876262.63754000003
54,1,Manhattan,005400,1005400,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5588.63965812000,1808932.82957999990
87,1,Manhattan,008700,1008700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5579.46112856000,1781315.36321000010
169,3,Brooklyn,016900,3016900,I,BK40,Windsor Terrace,4012,6152.54977482000,2257354.45338999992
171,3,Brooklyn,017100,3017100,I,BK40,Windsor Terrace,4012,6141.88798985000,2247115.39633999998
451.02,2,Bronx,045102,2045102,I,BX62,Woodlawn-Wakefield,3702,7680.71308584000,2303794.26805000007
414,2,Bronx,041400,2041400,E,BX62,Woodlawn-Wakefield,3702,15440.32694660000,5955738.45194000006
568,4,Queens,056800,4056800,I,QN34,Queens Village,4105,15713.51187400000,9138742.14842000045
592,4,Queens,059200,4059200,I,QN33,Cambria Heights,4105,8759.05049424000,2441953.79331000010
622,4,Queens,062200,4062200,I,QN33,Cambria Heights,4105,10230.98368890000,4707928.64988000039
183.02,2,Bronx,018302,2018302,E,BX14,East Concourse-Concourse Village,3708,4627.12495577000,1208451.01199000003
144.01,1,Manhattan,014401,1014401,I,MN32,Yorkville,3805,4014.62498470000,800255.48944799998
158.01,1,Manhattan,015801,1015801,I,MN40,Upper East Side-Carnegie Hill,3805,4692.92809943000,1352983.93212000001
158.02,1,Manhattan,015802,1015802,I,MN33,East Harlem South,3804,3118.00343718000,551662.49953499995
226,1,Manhattan,022600,1022600,E,MN03,Central Harlem North-Polo Grounds,3803,5681.12237610000,1642680.57782000001
808,3,Brooklyn,080800,3080800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,11997.14888220000,3464428.87615999999
816,3,Brooklyn,081600,3081600,E,BK91,East Flatbush-Farragut,4010,6080.41453647000,1933153.12871999992
1022,3,Brooklyn,102200,3102200,E,BK50,Canarsie,4009,5377.81689343000,1752586.46457000007
55.01,1,Manhattan,005501,1005501,I,MN23,West Village,3810,4650.76711060000,1338496.75080000004
208,1,Manhattan,020800,1020800,E,MN03,Central Harlem North-Polo Grounds,3803,5174.63989878000,1599291.86722999997
374,2,Bronx,037400,2037400,E,BX44,Williamsbridge-Olinville,3702,6588.18598690000,1798537.20978999999
380,2,Bronx,038000,2038000,E,BX44,Williamsbridge-Olinville,3702,6160.44251188000,2346677.55719000008
77,2,Bronx,007700,2007700,E,BX34,Melrose South-Mott Haven North,3710,4500.48534864000,1214306.21894000005
75,2,Bronx,007500,2007500,E,BX34,Melrose South-Mott Haven North,3710,7309.73011508000,2458741.05349999992
73,2,Bronx,007300,2007300,E,BX34,Melrose South-Mott Haven North,3710,5173.76996226000,1507593.10112000001
79,2,Bronx,007900,2007900,E,BX34,Melrose South-Mott Haven North,3710,7474.50311168000,2126625.76964000007
132,4,Queens,013200,4013200,I,QN54,Richmond Hill,4111,6669.67955840000,2071423.80603000009
356.01,3,Brooklyn,035601,3035601,I,BK23,West Brighton,4018,3524.79930878000,719553.92154999997
491,3,Brooklyn,049100,3049100,E,BK90,East Williamsburg,4001,7405.10925349000,2294137.36579000019
616,3,Brooklyn,061600,3061600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,18111.97498600000,7848777.44861000031
724,3,Brooklyn,072400,3072400,I,BK58,Flatlands,4009,6549.75952669000,2068702.97903000005
944.02,3,Brooklyn,094402,3094402,E,BK58,Flatlands,4009,4370.48050869000,1150508.80657000002
998.02,4,Queens,099802,4099802,E,QN15,Far Rockaway-Bayswater,4114,9503.38600756000,4659637.47056999989
375.04,2,Bronx,037504,2037504,E,BX17,East Tremont,3705,8835.91671237000,2585510.99458999978
413,2,Bronx,041300,2041300,E,BX05,Bedford Park-Fordham North,3706,6383.26137363000,1865502.77172999992
537,3,Brooklyn,053700,3053700,E,BK72,Williamsburg,4001,5673.15670578000,1802604.20901999995
261,2,Bronx,026100,2026100,I,BX30,Kingsbridge Heights,3706,6430.46273289000,1884059.53963000001
263,2,Bronx,026300,2026300,E,BX30,Kingsbridge Heights,3706,7500.31996912000,1714935.22919999994
265,2,Bronx,026500,2026500,E,BX30,Kingsbridge Heights,3706,7517.12728011000,2173748.30904000020
422,3,Brooklyn,042200,3042200,E,BK25,Homecrest,4016,6172.10886084000,2443185.63407000015
438,3,Brooklyn,043800,3043800,E,BK46,Ocean Parkway South,4014,5435.94197412000,1671530.45160000003
1058.01,3,Brooklyn,105801,3105801,E,BK93,Starrett City,4008,10687.85797230000,4522826.38047000021
1502,3,Brooklyn,150200,3150200,I,BK40,Windsor Terrace,4012,11171.74983750000,3430496.78780000005
382,2,Bronx,038200,2038200,E,BX44,Williamsbridge-Olinville,3702,7994.41066426000,1704010.26304999995
490,3,Brooklyn,049000,3049000,E,BK41,Kensington-Ocean Parkway,4014,6705.20205592000,2074671.06028999994
494,3,Brooklyn,049400,3049400,E,BK41,Kensington-Ocean Parkway,4014,5704.76826438000,1970839.65411000000
75,4,Queens,007500,4007500,E,QN70,Astoria,4101,4761.51072497000,1391318.84052999993
77,4,Queens,007700,4007700,I,QN70,Astoria,4101,4849.72279539000,1363202.08346999995
149,2,Bronx,014900,2014900,E,BX35,Morrisania-Melrose,3705,5929.05232913000,1676847.84706000006
361,2,Bronx,036100,2036100,E,BX17,East Tremont,3705,5696.76784422000,1755877.30107999989
555,3,Brooklyn,055500,3055500,I,BK73,North Side-South Side,4001,7344.48843814000,2848968.13666999992
619,4,Queens,061900,4061900,I,QN21,Middle Village,4110,8805.18398622000,2553231.19819999998
299,4,Queens,029900,4029900,I,QN99,park-cemetery-etc-Queens,4101,8940.04473768000,4515745.90325000044
332.02,2,Bronx,033202,2033202,E,BX07,Bronxdale,3704,4634.27920534000,1229425.03133999999
455,4,Queens,045500,4045500,E,QN25,Corona,4107,5292.80156627000,1594376.57930999994
562,4,Queens,056200,4056200,I,QN34,Queens Village,4105,5791.17370194000,1729177.34361000010
564,4,Queens,056400,4056400,I,QN34,Queens Village,4105,7006.03360444000,2025524.25353999995
630,4,Queens,063000,4063000,I,QN66,Laurelton,4105,8404.76070392000,2071306.62464999990
309.04,4,Queens,030904,4030904,I,QN28,Jackson Heights,4102,9325.34816605000,4328478.14018999971
492,4,Queens,049200,4049200,E,QN06,Jamaica Estates-Holliswood,4106,10957.15105200000,5157271.11665999983
303,1,Manhattan,030300,1030300,E,MN01,Marble Hill-Inwood,3801,6149.29644219000,1685782.38139000000
122,4,Queens,012200,4012200,E,QN54,Richmond Hill,4111,6473.72375435000,2235080.39633999998
144,4,Queens,014400,4014400,I,QN54,Richmond Hill,4111,7788.96426639000,2348361.88115999987
150,4,Queens,015000,4015000,I,QN54,Richmond Hill,4111,7724.83840374000,1583627.86681000004
385,3,Brooklyn,038500,3038500,E,BK35,Stuyvesant Heights,4003,5637.03661716000,1877794.57988000009
299,3,Brooklyn,029900,3029900,E,BK61,Crown Heights North,4006,5913.23132262000,1597933.79906999995
379,3,Brooklyn,037900,3037900,E,BK35,Stuyvesant Heights,4003,5654.38097856000,1978231.49956999999
381,3,Brooklyn,038100,3038100,E,BK61,Crown Heights North,4006,6811.26877874000,2578249.33354000002
301,3,Brooklyn,030100,3030100,E,BK79,Ocean Hill,4007,7471.47949134000,2133891.52823999990
371,3,Brooklyn,037100,3037100,E,BK79,Ocean Hill,4007,5779.49243316000,2037041.26249999995
189,1,Manhattan,018900,1018900,E,MN12,Upper West Side,3806,6764.90113361000,2854980.44395999983
120,4,Queens,012000,4012000,E,QN54,Richmond Hill,4111,5164.38361084000,1580707.95348999999
148,4,Queens,014800,4014800,E,QN54,Richmond Hill,4111,8029.63725551000,1754562.79230000009
31,2,Bronx,003100,2003100,E,BX39,Mott Haven-Port Morris,3710,5846.67299087000,1680016.28444999992
83,2,Bronx,008300,2008300,E,BX33,Longwood,3710,6858.85900625000,2303687.97187000001
52,2,Bronx,005200,2005200,E,BX55,Soundview-Bruckner,3709,5762.45598155000,2009765.31730000000
929,4,Queens,092900,4092900,I,QN23,College Point,4103,21930.01321090000,10258767.18830000050
134,1,Manhattan,013400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,5602.24680130000,1956780.76260000002
131,3,Brooklyn,013100,3013100,I,BK37,Park Slope-Gowanus,4005,5288.63323731000,1684555.77915999992
141,3,Brooklyn,014100,3014100,I,BK37,Park Slope-Gowanus,4005,5436.86375693000,1787081.54337999993
149,3,Brooklyn,014900,3014900,I,BK37,Park Slope-Gowanus,4005,6519.16141593000,2684799.70863999985
143,3,Brooklyn,014300,3014300,E,BK37,Park Slope-Gowanus,4005,6696.44980462000,2356169.47916000010
145,3,Brooklyn,014500,3014500,E,BK32,Sunset Park West,4012,6539.28096967000,2317301.51518000010
147,3,Brooklyn,014700,3014700,E,BK32,Sunset Park West,4012,4546.55324143000,1142414.93388999999
94,1,Manhattan,009400,1009400,E,MN17,Midtown-Midtown South,3807,5738.94024487000,1646379.32321999990
92,1,Manhattan,009200,1009200,I,MN19,Turtle Bay-East Midtown,3808,6172.97876997000,2118430.76117999991
114.01,1,Manhattan,011401,1011401,I,MN40,Upper East Side-Carnegie Hill,3805,4119.00862829000,1060696.39629999991
122,1,Manhattan,012200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,5683.16800039000,1857829.52493999992
1463,4,Queens,146300,4146300,I,QN46,Bayside-Bayside Hills,4104,7523.87590192000,3526503.84249000018
253,3,Brooklyn,025300,3025300,E,BK75,Bedford,4003,5626.98783002000,1741981.22356999991
1467,4,Queens,146700,4146700,I,QN46,Bayside-Bayside Hills,4104,9465.09896721000,3759537.79271999979
192,1,Manhattan,019200,1019200,E,MN34,East Harlem North,3804,7753.48876953000,2037466.73708999995
142,3,Brooklyn,014200,3014200,I,BK31,Bay Ridge,4013,7717.58489272000,2168061.50973000005
206,3,Brooklyn,020600,3020600,I,BK30,Dyker Heights,4013,5910.29941659000,1833507.16543999990
1008.01,4,Queens,100801,4100801,I,QN15,Far Rockaway-Bayswater,4114,15369.22819670000,6930293.67489000037
25,4,Queens,002500,4002500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6022.49012840000,2240278.35204999987
295,4,Queens,029500,4029500,I,QN63,Woodside,4109,7116.25544226000,1972793.00864999997
1,2,Bronx,000100,2000100,I,BX98,Rikers Island,3710,18903.34685890000,18154596.16869999841
1,1,Manhattan,000100,1000100,I,MN99,park-cemetery-etc-Manhattan,3810,11023.04791120000,1844421.23836999992
248,2,Bronx,024800,2024800,I,BX49,Pelham Parkway,3704,7490.14719581000,2993302.73829999985
1116,3,Brooklyn,111600,3111600,E,BK82,East New York,4008,9498.27009276000,5379583.79733000044
1210,3,Brooklyn,121000,3121000,E,BK82,East New York,4008,5665.44368702000,1733948.37345000007
168,1,Manhattan,016800,1016800,E,MN33,East Harlem South,3804,6262.35253695000,2151932.28299000021
115.02,2,Bronx,011502,2011502,E,BX27,Hunts Point,3710,7796.23330178000,3720925.13096999982
123,2,Bronx,012300,2012300,E,BX75,Crotona Park East,3705,11445.75191160000,3189742.42460000003
448,3,Brooklyn,044800,3044800,E,BK46,Ocean Parkway South,4014,8077.93074545000,2423965.30292000016
450,3,Brooklyn,045000,3045000,E,BK46,Ocean Parkway South,4014,6231.17092769000,2370291.98525999999
1070,3,Brooklyn,107000,3107000,E,BK82,East New York,4008,40947.21025480000,33900316.95899999887
1078,3,Brooklyn,107800,3107800,I,BK82,East New York,4008,13423.75979430000,5445887.14114999957
802,3,Brooklyn,080200,3080200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5767.21592341000,1994115.26178999990
383,3,Brooklyn,038300,3038300,I,BK35,Stuyvesant Heights,4003,5635.04678733000,1878496.86228000000
546,3,Brooklyn,054600,3054600,E,BK43,Midwood,4015,6699.31462937000,1942537.64972999995
758,3,Brooklyn,075800,3075800,I,BK43,Midwood,4015,6398.44449645000,2209765.97808999987
1151,4,Queens,115100,4115100,I,QN51,Murray Hill,4103,7208.36443290000,3192227.70763000008
1171,4,Queens,117100,4117100,I,QN51,Murray Hill,4103,9896.06004872000,4280909.76329000015
405,4,Queens,040500,4040500,E,QN26,North Corona,4102,6911.16713107000,1393598.34544999991
407,4,Queens,040700,4040700,E,QN26,North Corona,4102,8741.99551172000,2147774.73121999996
409,4,Queens,040900,4040900,E,QN26,North Corona,4102,7998.16011859000,1641232.54966000002
131,1,Manhattan,013100,1013100,I,MN17,Midtown-Midtown South,3807,5680.12292182000,1874645.49610000011
137,1,Manhattan,013700,1013700,I,MN17,Midtown-Midtown South,3807,6257.85203238000,2435167.66935000010
628,3,Brooklyn,062800,3062800,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,42885.41824180000,8274566.34248000011
666,3,Brooklyn,066600,3066600,I,BK99,park-cemetery-etc-Brooklyn,4009,96996.66754670000,43484656.52740000188
717.01,4,Queens,071701,4071701,I,QN18,Rego Park,4108,6970.31332978000,2185993.84730000002
717.02,4,Queens,071702,4071702,I,QN18,Rego Park,4108,7353.29212405000,2338495.88766000001
255,4,Queens,025500,4025500,I,QN63,Woodside,4109,7657.42394700000,2351536.68494000006
257,4,Queens,025700,4025700,I,QN63,Woodside,4109,7917.29846682000,1621552.65397000010
263,4,Queens,026300,4026300,E,QN63,Woodside,4109,6010.43288021000,2172037.41140000010
723,4,Queens,072300,4072300,I,QN17,Forest Hills,4108,10414.27276720000,5059892.46939000022
737,4,Queens,073700,4073700,I,QN17,Forest Hills,4108,6140.22976307000,2269305.35772999981
265,4,Queens,026500,4026500,E,QN50,Elmhurst-Maspeth,4109,6833.64209820000,1974553.38314000005
291,4,Queens,029100,4029100,E,QN28,Jackson Heights,4102,7461.42141041000,2757506.83960000006
293,4,Queens,029300,4029300,I,QN63,Woodside,4109,6231.03499064000,1685392.72570999991
297,4,Queens,029700,4029700,E,QN63,Woodside,4109,12687.66732910000,5495566.96253999975
309.02,4,Queens,030902,4030902,E,QN28,Jackson Heights,4102,8886.22258366000,4454458.70150000043
506,3,Brooklyn,050600,3050600,E,BK42,Flatbush,4015,6694.88983529000,1773129.52414000011
513,4,Queens,051300,4051300,E,QN30,Maspeth,4110,6462.42316765000,2082794.26524000010
157,1,Manhattan,015700,1015700,I,MN14,Lincoln Square,3806,5780.08247829000,1967494.81429999997
165,1,Manhattan,016500,1016500,I,MN12,Upper West Side,3806,6290.00583475000,2198742.63047000021
177,1,Manhattan,017700,1017700,I,MN12,Upper West Side,3806,5688.49582684000,1879137.16717000003
181,1,Manhattan,018100,1018100,I,MN12,Upper West Side,3806,5253.89030909000,1489437.95451999991
185,1,Manhattan,018500,1018500,I,MN12,Upper West Side,3806,5175.25327403000,1406908.18032000004
216.02,2,Bronx,021602,2021602,E,BX46,Parkchester,3709,7163.50097439000,1784208.71182000008
210.02,2,Bronx,021002,2021002,E,BX46,Parkchester,3709,6110.48761282000,1846960.03291999991
212,2,Bronx,021200,2021200,E,BX46,Parkchester,3709,4254.98472746000,1101639.90761000011
388,2,Bronx,038800,2038800,E,BX44,Williamsbridge-Olinville,3702,5125.99945485000,1593876.06361999991
390,2,Bronx,039000,2039000,E,BX44,Williamsbridge-Olinville,3702,5775.06177664000,1966311.16225999990
386,2,Bronx,038600,2038600,E,BX03,Eastchester-Edenwald-Baychester,3702,9718.97775704000,4405922.36976999976
209.01,1,Manhattan,020901,1020901,E,MN09,Morningside Heights,3802,4807.67838531000,1246712.38528999989
335,2,Bronx,033500,2033500,I,BX22,North Riverdale-Fieldston-Riverdale,3701,14317.44891330000,7500016.33040000033
283,3,Brooklyn,028300,3028300,E,BK35,Stuyvesant Heights,4003,4848.73818351000,1311680.72396999993
49,1,Manhattan,004900,1004900,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,6657.79668007000,2231536.53849999979
67,1,Manhattan,006700,1006700,I,MN23,West Village,3810,5462.90212454000,1812156.57287000003
65,1,Manhattan,006500,1006500,I,MN23,West Village,3810,6351.23143633000,2167562.41255000001
170,1,Manhattan,017000,1017000,E,MN33,East Harlem South,3804,5618.78762530000,1969281.34476000001
377,3,Brooklyn,037700,3037700,E,BK35,Stuyvesant Heights,4003,5741.18143530000,2047553.43209000002
373,3,Brooklyn,037300,3037300,E,BK79,Ocean Hill,4007,6148.26961176000,1838509.95995000005
375,3,Brooklyn,037500,3037500,E,BK35,Stuyvesant Heights,4003,5943.21016783000,1708660.14850999997
294,4,Queens,029400,4029400,I,QN02,Springfield Gardens North,4112,15166.65348170000,11455690.23619999923
227.01,2,Bronx,022701,2022701,E,BX41,Mount Hope,3707,4863.06088258000,1243220.32903999998
229.01,2,Bronx,022901,2022901,E,BX41,Mount Hope,3707,4867.15963513000,1271602.76979000005
211,1,Manhattan,021100,1021100,E,MN09,Morningside Heights,3802,7629.11240374000,3738242.83356000017
458,4,Queens,045800,4045800,I,QN06,Jamaica Estates-Holliswood,4106,8942.54340005000,2638048.10128000006
466,4,Queens,046600,4046600,I,QN06,Jamaica Estates-Holliswood,4106,7907.33702220000,2589134.15231999988
197.01,1,Manhattan,019701,1019701,I,MN09,Morningside Heights,3802,10249.41581260000,2540495.90497000003
207.01,1,Manhattan,020701,1020701,E,MN09,Morningside Heights,3802,2985.05555523000,508697.47489399998
245.01,2,Bronx,024501,2024501,E,BX36,University Heights-Morris Heights,3707,4842.98800856000,1232643.17865999998
214,1,Manhattan,021400,1021400,E,MN03,Central Harlem North-Polo Grounds,3803,4873.57246391000,1460341.27995999996
232,1,Manhattan,023200,1023200,E,MN03,Central Harlem North-Polo Grounds,3803,5761.00546764000,1943146.28398000007
236,1,Manhattan,023600,1023600,E,MN03,Central Harlem North-Polo Grounds,3803,9209.13885482000,2828013.74600999989
475,4,Queens,047500,4047500,E,QN29,Elmhurst,4107,9410.86984327000,3436448.02610999998
683,4,Queens,068300,4068300,E,QN29,Elmhurst,4107,6868.26428630000,2607835.30826999992
198,1,Manhattan,019800,1019800,I,MN34,East Harlem North,3804,6759.31830557000,2431074.16975999996
