COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,uber_data_uber_count,green_data_green_data,yellow_data_yellow_count
47,38600,36047038600,386,Census Tract 386,251189,0,78,67,42
5,38700,36005038700,387,Census Tract 387,188318,0,323,5139,120
47,38700,36047038700,387,Census Tract 387,188275,0,605,1385,647
47,38800,36047038800,388,Census Tract 388,197933,0,39,20,16
5,38800,36005038800,388,Census Tract 388,148659,0,14,29,10
5,38900,36005038900,389,Census Tract 389,170340,0,483,2664,109
47,38900,36047038900,389,Census Tract 389,162929,0,1537,6951,6834
47,39000,36047039000,390,Census Tract 390,173840,0,59,64,56
5,39000,36005039000,390,Census Tract 390,181646,0,12,117,22
5,39100,36005039100,391,Census Tract 391,205723,0,404,2046,58
47,39100,36047039100,391,Census Tract 391,166173,0,1502,3407,3991
5,39200,36005039200,392,Census Tract 392,96134,0,13,302,19
47,39200,36047039200,392,Census Tract 392,174602,0,61,48,47
5,39300,36005039300,393,Census Tract 393,181726,0,118,2641,75
47,39300,36047039300,393,Census Tract 393,189603,0,1383,5316,5251
81,39400,36081039400,394,Census Tract 394,348243,0,19,27,17
5,39400,36005039400,394,Census Tract 394,145220,0,7,317,22
47,39400,36047039400,394,Census Tract 394,192099,0,158,102,72
47,39500,36047039500,395,Census Tract 395,159720,0,874,1975,1482
5,39500,36005039500,395,Census Tract 395,409402,0,39,3642,141
47,39600,36047039600,396,Census Tract 396,163301,0,304,35,23
5,39600,36005039600,396,Census Tract 396,223225,0,16,184,16
5,39700,36005039700,397,Census Tract 397,518181,0,466,9086,281
47,39700,36047039700,397,Census Tract 397,159158,0,825,2115,1266
81,39800,36081039800,398,Census Tract 398,200591,0,17,19,9
47,39800,36047039800,398,Census Tract 398,202902,0,89,53,38
5,39800,36005039800,398,Census Tract 398,201853,0,24,38,5
81,39900,36081039900,399,Census Tract 399,169666,0,250,2507,348
47,39900,36047039900,399,Census Tract 399,151236,0,787,1221,693
5,39901,36005039901,399.01,Census Tract 399.01,151654,0,51,5410,116
5,39902,36005039902,399.02,Census Tract 399.02,121399,0,53,4063,89
81,40000,36081040000,400,Census Tract 400,196301,0,30,7,2
47,40000,36047040000,400,Census Tract 400,192000,0,85,34,54
81,40100,36081040100,401,Census Tract 401,211990,0,66,7506,294
5,40100,36005040100,401,Census Tract 401,170429,0,44,5819,153
47,40100,36047040100,401,Census Tract 401,159606,0,603,1277,669
81,40200,36081040200,402,Census Tract 402,218312,0,18,12,2
47,40200,36047040200,402,Census Tract 402,197509,0,111,40,47
81,40300,36081040300,403,Census Tract 403,199944,0,70,4034,251
47,40300,36047040300,403,Census Tract 403,210275,0,466,983,459
5,40302,36005040302,403.02,Census Tract 403.02,62696,0,38,1516,35
5,40303,36005040303,403.03,Census Tract 403.03,87550,0,37,1793,59
5,40304,36005040304,403.04,Census Tract 403.04,67355,0,45,3944,80
81,40400,36081040400,404,Census Tract 404,473140,0,52,68,33
47,40400,36047040400,404,Census Tract 404,153660,0,40,25,22
5,40400,36005040400,404,Census Tract 404,215289,0,25,49,17
81,40500,36081040500,405,Census Tract 405,129469,0,43,13647,333
47,40500,36047040500,405,Census Tract 405,137931,0,218,317,183
5,40501,36005040501,405.01,Census Tract 405.01,82860,0,33,339,25
5,40502,36005040502,405.02,Census Tract 405.02,141217,0,50,684,42
5,40600,36005040600,406,Census Tract 406,223327,0,13,120,8
47,40600,36047040600,406,Census Tract 406,147049,0,29,21,10
81,40700,36081040700,407,Census Tract 407,199521,0,106,4968,251
47,40700,36047040700,407,Census Tract 407,506168,0,0,10,16
5,40701,36005040701,407.01,Census Tract 407.01,58237,0,23,2306,60
5,40702,36005040702,407.02,Census Tract 407.02,182164,0,51,2364,77
47,40800,36047040800,408,Census Tract 408,152930,0,29,12,6
5,40800,36005040800,408,Census Tract 408,124014,0,18,190,14
81,40900,36081040900,409,Census Tract 409,152469,0,38,3411,174
47,40900,36047040900,409,Census Tract 409,172237,0,384,243,153
5,40900,36005040900,409,Census Tract 409,822774,346374,168,2443,138
47,41000,36047041000,410,Census Tract 410,142871,0,31,15,17
81,41100,36081041100,411,Census Tract 411,137681,0,23,1838,106
47,41100,36047041100,411,Census Tract 411,134954,0,310,242,115
5,41100,36005041100,411,Census Tract 411,121611,0,59,2988,74
47,41200,36047041200,412,Census Tract 412,165322,0,107,57,34
81,41300,36081041300,413,Census Tract 413,158802,0,37,938,69
47,41300,36047041300,413,Census Tract 413,162167,0,347,335,153
5,41300,36005041300,413,Census Tract 413,173358,0,109,1714,66
81,41400,36081041400,414,Census Tract 414,473210,0,41,44,18
5,41400,36005041400,414,Census Tract 414,522981,0,45,152,23
47,41401,36047041401,414.01,Census Tract 414.01,135123,0,276,45,34
47,41402,36047041402,414.02,Census Tract 414.02,154394,0,251,40,42
81,41500,36081041500,415,Census Tract 415,170942,0,165,885,97
47,41500,36047041500,415,Census Tract 415,162692,0,409,489,217
5,41500,36005041500,415,Census Tract 415,135858,0,70,1328,45
47,41600,36047041600,416,Census Tract 416,162563,0,105,37,40
47,41700,36047041700,417,Census Tract 417,141142,0,253,309,179
47,41800,36047041800,418,Census Tract 418,164317,0,107,89,114
5,41800,36005041800,418,Census Tract 418,268871,0,14,196,29
47,41900,36047041900,419,Census Tract 419,153013,0,508,608,259
5,41900,36005041900,419,Census Tract 419,325906,0,175,4263,100
47,42000,36047042000,420,Census Tract 420,168649,0,89,135,166
5,42000,36005042000,420,Census Tract 420,150497,0,65,670,46
47,42100,36047042100,421,Census Tract 421,153377,0,757,1284,966
5,42100,36005042100,421,Census Tract 421,245661,0,272,11974,231
47,42200,36047042200,422,Census Tract 422,227280,0,199,95,85
5,42200,36005042200,422,Census Tract 422,174693,0,19,102,9
47,42300,36047042300,423,Census Tract 423,182228,0,1550,4788,4387
5,42300,36005042300,423,Census Tract 423,180376,0,33,1160,54
47,42400,36047042400,424,Census Tract 424,161032,0,127,60,56
81,42400,36081042400,424,Census Tract 424,516438,0,37,20,11
5,42400,36005042400,424,Census Tract 424,175087,0,11,45,12
47,42500,36047042500,425,Census Tract 425,167840,0,1379,2564,2071
5,42500,36005042500,425,Census Tract 425,293818,0,115,2377,102
81,42600,36081042600,426,Census Tract 426,524647,0,13,24,7
47,42600,36047042600,426,Census Tract 426,170007,0,68,29,30
5,42600,36005042600,426,Census Tract 426,507577,0,60,91,16
81,42700,36081042700,427,Census Tract 427,170556,0,152,1270,97
47,42700,36047042700,427,Census Tract 427,148265,0,2662,5110,4805
47,42800,36047042800,428,Census Tract 428,164705,0,51,28,22
5,42800,36005042800,428,Census Tract 428,169199,0,12,16,5
47,42900,36047042900,429,Census Tract 429,168134,0,1487,2100,1690
5,42901,36005042901,429.01,Census Tract 429.01,102256,0,18,235,23
5,42902,36005042902,429.02,Census Tract 429.02,94576,0,33,640,45
47,43000,36047043000,430,Census Tract 430,160029,0,58,37,65
5,43000,36005043000,430,Census Tract 430,206163,0,12,39,15
47,43100,36047043100,431,Census Tract 431,168208,0,1216,1797,1482
5,43100,36005043100,431,Census Tract 431,214577,0,168,3268,110
81,43200,36081043200,432,Census Tract 432,235432,0,18,37,7
47,43200,36047043200,432,Census Tract 432,148819,0,92,69,103
47,43300,36047043300,433,Census Tract 433,168245,0,405,603,546
81,43400,36081043400,434,Census Tract 434,205359,0,27,48,5
47,43400,36047043400,434,Census Tract 434,139658,0,58,47,30
5,43400,36005043400,434,Census Tract 434,350971,0,25,103,27
47,43500,36047043500,435,Census Tract 435,168158,0,464,453,256
5,43500,36005043500,435,Census Tract 435,6714543,32176,374,1637,310
47,43600,36047043600,436,Census Tract 436,137521,0,38,58,59
5,43600,36005043600,436,Census Tract 436,154651,0,11,14,2
47,43700,36047043700,437,Census Tract 437,168127,0,891,742,382
81,43701,36081043701,437.01,Census Tract 437.01,143858,0,162,1019,717
81,43702,36081043702,437.02,Census Tract 437.02,175707,0,119,727,339
47,43800,36047043800,438,Census Tract 438,156072,0,177,59,82
81,43900,36081043900,439,Census Tract 439,164750,0,85,1927,179
47,43900,36047043900,439,Census Tract 439,200003,0,548,1342,1018
81,44000,36081044000,440,Census Tract 440,378558,0,43,110,29
47,44000,36047044000,440,Census Tract 440,201542,0,137,30,88
47,44100,36047044100,441,Census Tract 441,142020,0,734,726,454
47,44200,36047044200,442,Census Tract 442,182832,0,94,49,62
5,44200,36005044200,442,Census Tract 442,238933,0,24,34,7
47,44300,36047044300,443,Census Tract 443,167769,0,969,1187,679
81,44301,36081044301,443.01,Census Tract 443.01,133649,0,37,437,54
81,44302,36081044302,443.02,Census Tract 443.02,277955,0,109,3193,243
47,44400,36047044400,444,Census Tract 444,174544,0,91,38,115
5,44400,36005044400,444,Census Tract 444,365065,0,20,25,5
81,44400,36081044400,444,Census Tract 444,903405,0,49,376,64
47,44500,36047044500,445,Census Tract 445,169739,0,1095,1603,1180
47,44600,36047044600,446,Census Tract 446,141398,0,49,52,326
81,44601,36081044601,446.01,Census Tract 446.01,224773,0,124,1709,64
81,44602,36081044602,446.02,Census Tract 446.02,170076,0,98,755,342
47,44700,36047044700,447,Census Tract 447,162809,0,2718,6522,4688
81,44800,36081044800,448,Census Tract 448,208002,0,39,170,238
47,44800,36047044800,448,Census Tract 448,218869,0,118,72,717
5,44800,36005044800,448,Census Tract 448,168089,0,7,3,6
47,44900,36047044900,449,Census Tract 449,2143293,175744,3314,5476,7455
5,44901,36005044901,449.01,Census Tract 449.01,158135,0,34,57,89
5,44902,36005044902,449.02,Census Tract 449.02,156698,0,43,77,92
81,45000,36081045000,450,Census Tract 450,169537,0,68,340,177
47,45000,36047045000,450,Census Tract 450,226392,0,50,66,624
5,45101,36005045101,451.01,Census Tract 451.01,176003,0,101,260,103
5,45102,36005045102,451.02,Census Tract 451.02,205949,0,25,44,33
81,45200,36081045200,452,Census Tract 452,212705,0,31,125,55
47,45200,36047045200,452,Census Tract 452,186314,0,140,36,106
47,45300,36047045300,453,Census Tract 453,319530,0,3587,8991,7807
81,45400,36081045400,454,Census Tract 454,230996,0,73,780,504
47,45400,36047045400,454,Census Tract 454,132312,0,56,88,107
81,45500,36081045500,455,Census Tract 455,148244,0,311,3395,437
81,45600,36081045600,456,Census Tract 456,162161,0,34,44,138
47,45600,36047045600,456,Census Tract 456,153654,0,156,265,223
5,45600,36005045600,456,Census Tract 456,826372,16842,17,18,19
81,45700,36081045700,457,Census Tract 457,150517,0,119,742,85
81,45800,36081045800,458,Census Tract 458,245281,0,64,229,258
47,45800,36047045800,458,Census Tract 458,179391,0,322,60,145
5,45800,36005045800,458,Census Tract 458,239682,0,11,97,14
81,45900,36081045900,459,Census Tract 459,136886,0,58,543,105
47,46000,36047046000,460,Census Tract 460,196068,0,277,480,385
81,46000,36081046000,460,Census Tract 460,221268,0,115,719,222
5,46000,36005046000,460,Census Tract 460,287815,0,24,183,11
81,46100,36081046100,461,Census Tract 461,112816,0,37,2094,135
81,46200,36081046200,462,Census Tract 462,249601,0,140,303,259
47,46201,36047046201,462.01,Census Tract 462.01,128315,0,70,68,118
5,46201,36005046201,462.01,Census Tract 462.01,2087858,106211,285,2223,206
47,46202,36047046202,462.02,Census Tract 462.02,177110,0,121,97,229
5,46202,36005046202,462.02,Census Tract 462.02,939524,14970,120,414,81
81,46300,36081046300,463,Census Tract 463,159415,0,24,1920,135
81,46400,36081046400,464,Census Tract 464,229197,0,49,68,86
47,46400,36047046400,464,Census Tract 464,169085,0,30,27,38
81,46500,36081046500,465,Census Tract 465,129758,0,38,10085,333
81,46600,36081046600,466,Census Tract 466,240535,0,165,430,137
81,46700,36081046700,467,Census Tract 467,141858,0,87,2161,232
81,46800,36081046800,468,Census Tract 468,229428,0,110,554,98
47,46800,36047046800,468,Census Tract 468,286569,0,23,31,35
81,46900,36081046900,469,Census Tract 469,151385,0,126,8335,821
81,47000,36081047000,470,Census Tract 470,229319,0,47,136,25
47,47000,36047047000,470,Census Tract 470,181813,0,23,11,35
81,47100,36081047100,471,Census Tract 471,158098,0,90,3736,545
81,47200,36081047200,472,Census Tract 472,518236,0,169,197,63
47,47200,36047047200,472,Census Tract 472,172804,0,44,27,21
81,47300,36081047300,473,Census Tract 473,198491,0,340,29266,5260
47,47400,36047047400,474,Census Tract 474,175872,0,37,26,25
81,47500,36081047500,475,Census Tract 475,280764,0,239,3747,1218
81,47600,36081047600,476,Census Tract 476,544727,0,30,27,30
47,47600,36047047600,476,Census Tract 476,207177,0,64,60,112
47,47700,36047047700,477,Census Tract 477,217805,0,4241,6811,7538
81,47800,36081047800,478,Census Tract 478,653124,0,54,180,66
47,47800,36047047800,478,Census Tract 478,221220,0,93,144,256
81,47900,36081047900,479,Census Tract 479,393693,0,216,1943,1180
81,48000,36081048000,480,Census Tract 480,230260,0,27,112,93
47,48000,36047048000,480,Census Tract 480,153160,0,89,117,138
81,48100,36081048100,481,Census Tract 481,139052,0,117,3795,730
47,48100,36047048100,481,Census Tract 481,151301,0,2184,4927,5114
81,48200,36081048200,482,Census Tract 482,228378,0,21,88,16
47,48200,36047048200,482,Census Tract 482,196675,0,142,495,680
81,48300,36081048300,483,Census Tract 483,221536,0,175,1979,2436
81,48400,36081048400,484,Census Tract 484,414677,0,28,131,24
47,48400,36047048400,484,Census Tract 484,209195,0,274,235,496
5,48400,36005048400,484,Census Tract 484,697175,0,48,222,26
47,48500,36047048500,485,Census Tract 485,580983,0,6556,13631,12305
81,48500,36081048500,485,Census Tract 485,317281,0,204,6197,3789
47,48600,36047048600,486,Census Tract 486,175438,0,160,550,907
47,48800,36047048800,488,Census Tract 488,143330,0,231,323,515
81,48900,36081048900,489,Census Tract 489,362005,0,90,2822,1583
47,48900,36047048900,489,Census Tract 489,91581,0,190,740,782
47,49000,36047049000,490,Census Tract 490,192758,0,517,557,1041
47,49100,36047049100,491,Census Tract 491,213164,0,1535,4948,4747
81,49200,36081049200,492,Census Tract 492,486220,0,24,71,58
47,49200,36047049200,492,Census Tract 492,165332,0,241,973,903
47,49300,36047049300,493,Census Tract 493,228008,0,3340,10243,12695
81,49301,36081049301,493.01,Census Tract 493.01,164136,0,106,468,150
81,49302,36081049302,493.02,Census Tract 493.02,275109,0,170,1173,690
47,49400,36047049400,494,Census Tract 494,183075,0,425,663,1558
81,49500,36081049500,495,Census Tract 495,123282,0,45,135,327
47,49500,36047049500,495,Census Tract 495,129103,0,2716,9296,12040
81,49600,36081049600,496,Census Tract 496,273116,0,21,80,14
47,49600,36047049600,496,Census Tract 496,202972,0,360,686,784
81,49700,36081049700,497,Census Tract 497,197571,0,70,160,75
47,49700,36047049700,497,Census Tract 497,164636,0,3685,16697,13985
47,49800,36047049800,498,Census Tract 498,204347,0,398,489,426
81,49900,36081049900,499,Census Tract 499,462388,0,117,649,521
47,49900,36047049900,499,Census Tract 499,141699,0,1775,3633,3743
81,50000,36081050000,500,Census Tract 500,336068,0,41,90,19
47,50000,36047050000,500,Census Tract 500,202227,0,590,681,703
47,50100,36047050100,501,Census Tract 501,172687,0,3936,33948,33314
81,50201,36081050201,502.01,Census Tract 502.01,168129,0,15,22,4
81,50202,36081050202,502.02,Census Tract 502.02,152854,0,5,7,2
47,50202,36047050202,502.02,Census Tract 502.02,135737,0,673,728,446
47,50300,36047050300,503,Census Tract 503,125308,0,3067,11099,15980
81,50400,36081050400,504,Census Tract 504,216307,0,21,8,6
47,50400,36047050400,504,Census Tract 504,229311,0,719,1287,1653
5,50400,36005050400,504,Census Tract 504,7243541,8954639,181,267,102
81,50500,36081050500,505,Census Tract 505,116113,0,55,85,195
47,50500,36047050500,505,Census Tract 505,169412,0,2477,4118,3410
81,50600,36081050600,506,Census Tract 506,206128,0,25,12,10
47,50600,36047050600,506,Census Tract 506,164685,0,547,1408,867
81,50700,36081050700,507,Census Tract 507,372217,0,130,167,487
47,50700,36047050700,507,Census Tract 507,174429,0,633,2837,2009
81,50800,36081050800,508,Census Tract 508,219531,0,21,16,6
47,50801,36047050801,508.01,Census Tract 508.01,78240,0,227,1485,900
47,50803,36047050803,508.03,Census Tract 508.03,56086,0,253,1616,951
47,50804,36047050804,508.04,Census Tract 508.04,103103,0,761,1268,697
47,50900,36047050900,509,Census Tract 509,141788,0,350,1541,1480
81,51000,36081051000,510,Census Tract 510,184889,0,14,13,21
47,51001,36047051001,510.01,Census Tract 510.01,76942,0,301,724,342
47,51002,36047051002,510.02,Census Tract 510.02,107067,0,385,1244,584
81,51100,36081051100,511,Census Tract 511,273908,0,95,403,455
47,51100,36047051100,511,Census Tract 511,159004,0,3245,4646,3895
81,51200,36081051200,512,Census Tract 512,375794,0,28,32,14
47,51200,36047051200,512,Census Tract 512,139882,0,383,744,398
81,51300,36081051300,513,Census Tract 513,193537,0,102,232,108
47,51300,36047051300,513,Census Tract 513,258127,0,7514,31900,35572
47,51400,36047051400,514,Census Tract 514,181082,0,545,990,482
81,51500,36081051500,515,Census Tract 515,224365,0,235,481,226
47,51500,36047051500,515,Census Tract 515,186924,0,4297,10646,9048
81,51600,36081051600,516,Census Tract 516,184315,0,6,9,7
5,51600,36005051600,516,Census Tract 516,1534951,7815123,124,316,89
47,51601,36047051601,516.01,Census Tract 516.01,115923,0,277,464,256
47,51602,36047051602,516.02,Census Tract 516.02,91134,0,195,661,277
81,51700,36081051700,517,Census Tract 517,254179,0,174,569,1098
47,51700,36047051700,517,Census Tract 517,187367,0,8011,56587,28574
81,51800,36081051800,518,Census Tract 518,169821,0,8,12,1
47,51800,36047051800,518,Census Tract 518,201332,0,221,396,206
47,51900,36047051900,519,Census Tract 519,274935,0,11864,51248,64733
81,52000,36081052000,520,Census Tract 520,172214,0,20,5,1
47,52000,36047052000,520,Census Tract 520,190572,0,377,739,307
81,52100,36081052100,521,Census Tract 521,190269,0,118,592,316
81,52200,36081052200,522,Census Tract 522,169840,0,11,16,2
47,52300,36047052300,523,Census Tract 523,144959,0,5843,14166,54578
81,52400,36081052400,524,Census Tract 524,196181,0,15,21,5
81,52500,36081052500,525,Census Tract 525,202105,0,62,129,72
47,52500,36047052500,525,Census Tract 525,124145,0,1569,13973,14283
81,52600,36081052600,526,Census Tract 526,182575,0,6,14,7
47,52600,36047052600,526,Census Tract 526,169330,0,640,1336,1065
47,52700,36047052700,527,Census Tract 527,189975,0,3301,7623,10231
81,52800,36081052800,528,Census Tract 528,180396,0,8,11,4
47,52800,36047052800,528,Census Tract 528,175595,0,123,307,186
47,52900,36047052900,529,Census Tract 529,174907,0,660,3858,5558
81,53000,36081053000,530,Census Tract 530,230158,0,22,10,8
47,53000,36047053000,530,Census Tract 530,173246,0,180,416,273
47,53100,36047053100,531,Census Tract 531,161778,0,456,1279,988
81,53100,36081053100,531,Census Tract 531,423496,0,315,377,300
81,53200,36081053200,532,Census Tract 532,189803,0,47,12,4
47,53200,36047053200,532,Census Tract 532,174306,0,181,163,166
47,53300,36047053300,533,Census Tract 533,193137,0,146,714,772
47,53400,36047053400,534,Census Tract 534,173382,0,152,251,195
81,53401,36081053401,534.01,Census Tract 534.01,260261,0,28,26,10
81,53500,36081053500,535,Census Tract 535,502656,14162,284,628,514
47,53500,36047053500,535,Census Tract 535,130364,0,228,1031,908
81,53601,36081053601,536.01,Census Tract 536.01,190875,0,23,12,1
47,53700,36047053700,537,Census Tract 537,167464,0,431,1749,1635
81,53800,36081053800,538,Census Tract 538,188754,0,30,26,18
47,53800,36047053800,538,Census Tract 538,164451,0,112,82,59
81,53900,36081053900,539,Census Tract 539,604540,0,524,645,438
47,53900,36047053900,539,Census Tract 539,101377,0,77,530,283
81,54000,36081054000,540,Census Tract 540,523476,0,44,60,40
81,54200,36081054200,542,Census Tract 542,541786,0,26,114,81
47,54200,36047054200,542,Census Tract 542,189169,0,133,143,171
47,54300,36047054300,543,Census Tract 543,1054276,376700,3323,7258,2906
47,54400,36047054400,544,Census Tract 544,190006,0,84,21,39
81,54500,36081054500,545,Census Tract 545,113474,0,250,186,103
47,54500,36047054500,545,Census Tract 545,167760,0,153,1089,477
47,54600,36047054600,546,Census Tract 546,180667,0,103,87,133
81,54700,36081054700,547,Census Tract 547,129153,0,167,152,154
47,54700,36047054700,547,Census Tract 547,170095,0,2417,5248,2614
81,54800,36081054800,548,Census Tract 548,225673,0,58,38,38
47,54800,36047054800,548,Census Tract 548,173220,0,73,17,28
81,54900,36081054900,549,Census Tract 549,164280,0,223,722,470
47,54900,36047054900,549,Census Tract 549,195442,0,12202,69281,42158
47,55000,36047055000,550,Census Tract 550,179814,0,122,102,50
81,55100,36081055100,551,Census Tract 551,155133,0,202,360,247
47,55100,36047055100,551,Census Tract 551,231586,0,9085,57322,37205
81,55200,36081055200,552,Census Tract 552,417515,0,53,177,293
47,55200,36047055200,552,Census Tract 552,167669,0,229,468,122
81,55300,36081055300,553,Census Tract 553,137026,0,440,483,330
47,55300,36047055300,553,Census Tract 553,156271,0,7990,137582,73480
81,55400,36081055400,554,Census Tract 554,220075,0,25,17,44
47,55400,36047055400,554,Census Tract 554,169301,0,171,253,198
81,55500,36081055500,555,Census Tract 555,153716,0,160,138,107
47,55500,36047055500,555,Census Tract 555,261679,0,17374,63902,40496
81,55600,36081055600,556,Census Tract 556,226903,0,17,15,13
47,55600,36047055600,556,Census Tract 556,193199,0,59,54,70
81,55700,36081055700,557,Census Tract 557,238728,0,170,232,160
47,55700,36047055700,557,Census Tract 557,282493,0,13239,103340,49575
81,55800,36081055800,558,Census Tract 558,192360,0,44,4,9
47,55800,36047055800,558,Census Tract 558,171626,0,43,16,44
81,55900,36081055900,559,Census Tract 559,158602,0,120,114,75
81,56000,36081056000,560,Census Tract 560,213438,0,8,18,39
47,56000,36047056000,560,Census Tract 560,184752,0,76,40,39
81,56100,36081056100,561,Census Tract 561,2831965,82983,44,79,111
47,56100,36047056100,561,Census Tract 561,338522,25809,4989,28204,13209
81,56200,36081056200,562,Census Tract 562,160598,0,9,10,10
47,56200,36047056200,562,Census Tract 562,170814,0,36,13,10
47,56300,36047056300,563,Census Tract 563,370286,67755,4778,17094,6921
81,56400,36081056400,564,Census Tract 564,187147,0,26,26,17
47,56400,36047056400,564,Census Tract 564,183221,0,76,20,12
81,56500,36081056500,565,Census Tract 565,117784,0,47,24,29
47,56500,36047056500,565,Census Tract 565,237963,0,6258,34209,15259
81,56600,36081056600,566,Census Tract 566,194134,0,21,52,12
47,56600,36047056600,566,Census Tract 566,171530,0,60,41,19
81,56700,36081056700,567,Census Tract 567,313429,0,87,56,41
81,56800,36081056800,568,Census Tract 568,850163,0,134,183,151
47,56800,36047056800,568,Census Tract 568,117817,0,17,19,7
47,56900,36047056900,569,Census Tract 569,127954,0,3592,38038,25042
47,57000,36047057000,570,Census Tract 570,262372,0,87,72,26
47,57100,36047057100,571,Census Tract 571,175867,0,3031,8938,8975
47,57200,36047057200,572,Census Tract 572,243629,0,51,119,23
47,57300,36047057300,573,Census Tract 573,170142,0,2241,4613,3444
47,57400,36047057400,574,Census Tract 574,159204,0,25,13,8
47,57500,36047057500,575,Census Tract 575,181405,0,2708,19869,10447
47,57600,36047057600,576,Census Tract 576,158605,0,32,22,24
81,57700,36081057700,577,Census Tract 577,186600,0,151,154,80
47,57800,36047057800,578,Census Tract 578,172233,0,71,79,47
81,57900,36081057900,579,Census Tract 579,68348,0,16,17,16
47,57900,36047057900,579,Census Tract 579,749112,51764,2521,6347,7987
81,58000,36081058000,580,Census Tract 580,550452,0,44,39,39
47,58000,36047058000,580,Census Tract 580,158641,0,65,61,71
81,58100,36081058100,581,Census Tract 581,142387,0,115,108,87
47,58200,36047058200,582,Census Tract 582,161534,0,57,92,157
81,58200,36081058200,582,Census Tract 582,563649,0,33,25,19
81,58300,36081058300,583,Census Tract 583,143113,0,220,206,156
47,58400,36047058400,584,Census Tract 584,188225,0,81,64,48
81,58500,36081058500,585,Census Tract 585,171163,0,201,225,259
47,58600,36047058600,586,Census Tract 586,163445,0,36,38,18
81,58700,36081058700,587,Census Tract 587,144531,0,117,124,146
47,58800,36047058800,588,Census Tract 588,159609,0,63,127,75
81,58900,36081058900,589,Census Tract 589,165272,0,189,176,141
47,58900,36047058900,589,Census Tract 589,424024,38353,2279,3174,1837
81,59000,36081059000,590,Census Tract 590,158600,0,14,9,2
47,59000,36047059000,590,Census Tract 590,158486,0,42,12087,20
81,59100,36081059100,591,Census Tract 591,202060,0,235,202,124
47,59100,36047059100,591,Census Tract 591,192105,0,2571,4823,3734
81,59200,36081059200,592,Census Tract 592,226138,0,9,2,23
47,59200,36047059200,592,Census Tract 592,219306,0,93,169,54
81,59300,36081059300,593,Census Tract 593,252144,0,144,241,181
47,59300,36047059300,593,Census Tract 593,187979,0,1639,2121,1274
81,59400,36081059400,594,Census Tract 594,222046,0,11,4,4
47,59401,36047059401,594.01,Census Tract 594.01,420618,0,155,166,52
47,59402,36047059402,594.02,Census Tract 594.02,322474,0,105,133,42
81,59500,36081059500,595,Census Tract 595,396048,0,113,450,455
81,59600,36081059600,596,Census Tract 596,194550,0,8,9,4
47,59600,36047059600,596,Census Tract 596,173084,0,34,152,15
81,59800,36081059800,598,Census Tract 598,206471,0,27,6,27
47,59800,36047059800,598,Census Tract 598,199216,0,32,86,29
81,59900,36081059900,599,Census Tract 599,127081,0,107,84,75
81,60000,36081060000,600,Census Tract 600,176717,0,7,9,3
47,60000,36047060000,600,Census Tract 600,439917,0,146,445,103
81,60100,36081060100,601,Census Tract 601,154428,0,69,162,137
81,60300,36081060300,603,Census Tract 603,181369,0,100,274,198
81,60600,36081060600,606,Census Tract 606,215296,0,3,5,3
47,60600,36047060600,606,Census Tract 606,179143,0,101,12959,61
81,60701,36081060701,607.01,Census Tract 607.01,714440,0,11,88,64
81,60800,36081060800,608,Census Tract 608,211446,0,17,11,6
47,60800,36047060800,608,Census Tract 608,402337,119875,352,922,204
81,61000,36081061000,610,Census Tract 610,236865,0,9,4,8
47,61002,36047061002,610.02,Census Tract 610.02,227028,298539,85,43,53
47,61003,36047061003,610.03,Census Tract 610.03,79021,0,20,99,88
47,61004,36047061004,610.04,Census Tract 610.04,224739,0,103,80,58
81,61200,36081061200,612,Census Tract 612,262496,0,86,36,90
47,61200,36047061200,612,Census Tract 612,198236,39403,37,35,16
81,61301,36081061301,613.01,Census Tract 613.01,713922,0,312,547,351
81,61302,36081061302,613.02,Census Tract 613.02,487033,0,8,28,30
81,61400,36081061400,614,Census Tract 614,257736,0,11,2,28
47,61600,36047061600,616,Census Tract 616,726087,933068,77,122,33
81,61601,36081061601,616.01,Census Tract 616.01,380215,0,16,1,10
81,61602,36081061602,616.02,Census Tract 616.02,422309,0,31,27,85
81,61800,36081061800,618,Census Tract 618,241542,0,24,9,10
81,61900,36081061900,619,Census Tract 619,257858,0,73,105,61
47,62000,36047062000,620,Census Tract 620,319578,34799,71,34,22
81,62000,36081062000,620,Census Tract 620,216234,0,24,5,1
81,62100,36081062100,621,Census Tract 621,258272,0,101,121,35
47,62200,36047062200,622,Census Tract 622,247443,107697,241,274,110
81,62200,36081062200,622,Census Tract 622,437270,0,28,17,87
81,62300,36081062300,623,Census Tract 623,156656,0,42,24,22
81,62400,36081062400,624,Census Tract 624,512105,0,19,6,22
81,62500,36081062500,625,Census Tract 625,198779,0,45,68,39
81,62600,36081062600,626,Census Tract 626,429396,0,22,10,13
47,62600,36047062600,626,Census Tract 626,318165,0,39,78,37
81,62700,36081062700,627,Census Tract 627,157306,0,53,40,35
47,62800,36047062800,628,Census Tract 628,764868,275083,144,310,43
81,62900,36081062900,629,Census Tract 629,174742,0,107,95,46
81,63000,36081063000,630,Census Tract 630,190477,0,17,10,14
81,63200,36081063200,632,Census Tract 632,296790,0,21,11,7
47,63200,36047063200,632,Census Tract 632,117438,0,19,11,6
81,63301,36081063301,633.01,Census Tract 633.01,134735,0,41,39,11
